Call Id,Agent,Date,Time,Topic,Answered (Y/N),Resolved,Speed of answer in seconds,AvgTalkDuration,Satisfaction rating
ID4016,Jim,2021-03-11,16:13:26,Admin Support,Y,Y,89,0:04:28,2
ID4017,Diane,2021-03-11,17:34:05,Technical Support,Y,Y,70,0:05:01,5
ID4018,Diane,2021-03-11,17:34:05,Contract related,Y,Y,52,0:05:32,3
ID4019,Jim,2021-03-11,17:39:50,Contract related,N,N,,,
ID4020,Dan,2021-03-11,17:39:50,Streaming,Y,Y,91,0:00:57,1
ID4021,Joe,2021-03-11,17:39:50,Payment related,N,N,,,
ID4022,Diane,2021-03-11,17:39:50,Technical Support,Y,Y,18,0:05:44,5
ID4023,Martha,2021-03-12,9:11:31,Contract related,Y,N,32,0:04:36,1
ID4024,Greg,2021-03-12,9:11:31,Payment related,Y,Y,71,0:05:00,3
ID4025,Stewart,2021-03-12,9:36:00,Technical Support,Y,Y,54,0:02:35,4
ID4026,Dan,2021-03-12,9:36:00,Contract related,Y,Y,121,0:04:24,4
ID4027,Dan,2021-03-12,9:57:36,Technical Support,Y,Y,59,0:01:07,3
ID4028,Jim,2021-03-12,9:57:36,Contract related,Y,Y,59,0:01:03,2
ID4029,Jim,2021-03-12,10:01:55,Payment related,Y,Y,108,0:03:20,5
ID4030,Stewart,2021-03-12,10:01:55,Technical Support,Y,Y,35,0:02:11,4
ID4031,Stewart,2021-03-12,10:03:22,Payment related,Y,Y,22,0:05:31,5
ID4032,Diane,2021-03-12,10:03:22,Technical Support,Y,Y,37,0:04:29,5
ID4033,Martha,2021-03-12,10:09:07,Payment related,Y,Y,14,0:06:52,3
ID4034,Greg,2021-03-12,10:09:07,Payment related,N,N,,,
ID4035,Martha,2021-03-12,10:12:00,Payment related,Y,Y,73,0:01:01,3
ID4036,Joe,2021-03-12,10:12:00,Streaming,N,N,,,
ID4037,Diane,2021-03-12,10:22:05,Admin Support,N,N,,,
ID4038,Jim,2021-03-12,10:22:05,Technical Support,Y,Y,63,0:02:55,1
ID4039,Jim,2021-03-12,10:42:14,Technical Support,Y,Y,64,0:05:50,4
ID4040,Joe,2021-03-12,10:42:14,Technical Support,Y,Y,17,0:05:40,3
ID4041,Diane,2021-03-12,11:12:29,Contract related,Y,Y,42,0:02:39,4
ID4042,Diane,2021-03-12,11:12:29,Technical Support,Y,Y,121,0:04:07,1
ID4043,Diane,2021-03-12,11:13:55,Payment related,Y,Y,56,0:03:29,4
ID4044,Joe,2021-03-12,11:13:55,Technical Support,Y,Y,123,0:05:15,4
ID4045,Diane,2021-03-12,11:16:48,Admin Support,Y,Y,27,0:00:49,5
ID4046,Dan,2021-03-12,11:16:48,Technical Support,Y,Y,46,0:03:49,4
ID4047,Diane,2021-03-12,12:01:26,Technical Support,Y,Y,117,0:02:07,2
ID4048,Becky,2021-03-12,12:01:26,Payment related,N,N,,,
ID4049,Greg,2021-03-12,12:57:36,Contract related,Y,Y,64,0:05:21,3
ID4050,Jim,2021-03-12,12:57:36,Contract related,Y,Y,20,0:02:48,4
ID4051,Stewart,2021-03-12,13:29:17,Contract related,Y,Y,21,0:06:34,5
ID4052,Greg,2021-03-12,13:29:17,Technical Support,N,N,,,
ID4053,Dan,2021-03-12,14:00:58,Streaming,Y,N,118,0:02:37,3
ID4054,Stewart,2021-03-12,14:00:58,Admin Support,Y,Y,105,0:05:28,2
ID4055,Joe,2021-03-12,14:18:14,Technical Support,Y,Y,117,0:00:46,4
ID4056,Martha,2021-03-12,14:18:14,Payment related,Y,N,16,0:03:33,4
ID4057,Joe,2021-03-12,14:31:12,Admin Support,Y,Y,110,0:02:01,5
ID4058,Diane,2021-03-12,14:31:12,Admin Support,N,N,,,
ID4059,Stewart,2021-03-12,14:32:38,Admin Support,Y,Y,57,0:02:05,5
ID4060,Joe,2021-03-12,14:32:38,Technical Support,Y,Y,105,0:06:50,3
ID4061,Greg,2021-03-12,14:57:07,Admin Support,Y,Y,95,0:06:12,5
ID4062,Jim,2021-03-12,14:57:07,Technical Support,Y,Y,19,0:05:47,2
ID4063,Becky,2021-03-12,16:06:14,Technical Support,Y,Y,25,0:05:10,3
ID4064,Becky,2021-03-12,16:06:14,Streaming,Y,N,65,0:02:07,2
ID4065,Jim,2021-03-12,16:23:31,Technical Support,Y,Y,27,0:02:48,1
ID4066,Jim,2021-03-12,16:23:31,Contract related,Y,Y,107,0:02:23,1
ID4067,Becky,2021-03-12,17:00:58,Admin Support,Y,Y,90,0:03:39,3
ID4068,Becky,2021-03-12,17:00:58,Payment related,Y,Y,45,0:01:31,3
ID4069,Dan,2021-03-12,17:11:02,Payment related,Y,Y,39,0:05:43,4
ID4070,Joe,2021-03-12,17:11:02,Streaming,Y,Y,63,0:04:43,5
ID4071,Greg,2021-03-12,17:52:48,Admin Support,Y,N,95,0:00:38,1
ID4072,Joe,2021-03-12,17:52:48,Admin Support,Y,Y,39,0:05:24,4
ID4073,Diane,2021-03-13,9:02:53,Admin Support,N,N,,,
ID4074,Martha,2021-03-13,9:02:53,Admin Support,N,N,,,
ID4075,Martha,2021-03-13,9:02:53,Admin Support,Y,Y,125,0:01:00,3
ID4076,Martha,2021-03-13,9:02:53,Technical Support,Y,Y,73,0:01:30,4
ID4077,Greg,2021-03-13,9:38:53,Admin Support,Y,Y,116,0:00:56,4
ID4078,Joe,2021-03-13,9:38:53,Technical Support,Y,Y,115,0:02:21,2
ID4079,Joe,2021-03-13,10:49:26,Admin Support,N,N,,,
ID4080,Stewart,2021-03-13,10:49:26,Payment related,Y,Y,56,0:06:07,2
ID4081,Dan,2021-03-13,11:15:22,Technical Support,Y,Y,123,0:02:39,2
ID4082,Becky,2021-03-13,11:15:22,Admin Support,Y,Y,36,0:00:50,1
ID4083,Greg,2021-03-13,11:28:19,Technical Support,Y,Y,84,0:01:33,5
ID4084,Martha,2021-03-13,11:28:19,Streaming,Y,Y,74,0:03:01,3
ID4085,Jim,2021-03-13,11:38:24,Streaming,Y,Y,20,0:04:16,5
ID4086,Martha,2021-03-13,11:38:24,Streaming,N,N,,,
ID4087,Diane,2021-03-13,11:42:43,Payment related,Y,Y,13,0:04:33,3
ID4088,Greg,2021-03-13,11:42:43,Contract related,Y,N,28,0:00:59,3
ID4089,Dan,2021-03-13,13:42:14,Contract related,Y,Y,13,0:01:55,4
ID4090,Martha,2021-03-13,13:42:14,Streaming,Y,Y,100,0:01:13,3
ID4091,Jim,2021-03-13,14:13:55,Contract related,Y,Y,119,0:02:55,3
ID4092,Stewart,2021-03-13,14:13:55,Technical Support,N,N,,,
ID4093,Martha,2021-03-13,14:18:14,Technical Support,Y,Y,125,0:05:43,5
ID4094,Joe,2021-03-13,14:18:14,Streaming,N,N,,,
ID4095,Jim,2021-03-13,14:38:24,Technical Support,Y,N,88,0:01:47,4
ID4096,Becky,2021-03-13,14:38:24,Technical Support,Y,Y,71,0:00:34,4
ID4097,Dan,2021-03-13,14:41:17,Contract related,Y,Y,99,0:00:34,4
ID4098,Dan,2021-03-13,14:41:17,Admin Support,Y,Y,94,0:05:52,1
ID4099,Becky,2021-03-13,15:00:00,Admin Support,Y,Y,115,0:05:12,1
ID4100,Becky,2021-03-13,15:00:00,Contract related,Y,Y,36,0:05:11,5
ID4101,Stewart,2021-03-13,15:02:53,Payment related,Y,Y,72,0:03:52,3
ID4102,Becky,2021-03-13,15:02:53,Contract related,Y,Y,51,0:01:03,3
ID4103,Diane,2021-03-13,15:36:00,Admin Support,Y,Y,11,0:04:33,2
ID4104,Stewart,2021-03-13,15:36:00,Admin Support,Y,N,101,0:05:46,5
ID4105,Stewart,2021-03-13,15:38:53,Admin Support,Y,Y,119,0:05:37,3
ID4106,Diane,2021-03-13,15:38:53,Technical Support,Y,Y,64,0:02:37,3
ID4107,Martha,2021-03-13,15:44:38,Technical Support,Y,Y,12,0:04:10,3
ID4108,Greg,2021-03-13,15:44:38,Streaming,Y,Y,118,0:05:11,3
ID4109,Greg,2021-03-13,15:59:02,Payment related,Y,Y,107,0:02:31,2
ID4110,Martha,2021-03-13,15:59:02,Payment related,Y,Y,122,0:05:03,3
ID4111,Becky,2021-03-13,16:17:46,Payment related,Y,Y,41,0:03:41,4
ID4112,Becky,2021-03-13,16:17:46,Streaming,Y,Y,22,0:00:43,1
ID4113,Martha,2021-03-13,16:53:46,Technical Support,N,N,,,
ID4114,Martha,2021-03-13,16:53:46,Contract related,Y,Y,93,0:03:39,3
ID4115,Jim,2021-03-13,17:02:24,Admin Support,Y,Y,20,0:04:20,5
ID4116,Dan,2021-03-13,17:02:24,Contract related,Y,Y,90,0:04:05,4
ID4117,Becky,2021-03-13,17:24:00,Technical Support,Y,Y,107,0:06:33,3
ID4118,Jim,2021-03-13,17:24:00,Technical Support,N,N,,,
ID4119,Dan,2021-03-13,17:44:10,Contract related,Y,Y,38,0:05:43,3
ID4120,Joe,2021-03-13,17:44:10,Contract related,N,N,,,
ID4121,Becky,2021-03-14,9:00:00,Streaming,Y,Y,50,0:01:57,4
ID4122,Greg,2021-03-14,9:00:00,Admin Support,Y,Y,90,0:05:06,4
ID4123,Becky,2021-03-14,9:20:10,Admin Support,Y,Y,22,0:04:21,4
ID4124,Joe,2021-03-14,9:20:10,Admin Support,N,N,,,
ID4125,Martha,2021-03-14,9:57:36,Streaming,Y,Y,67,0:05:05,4
ID4126,Dan,2021-03-14,9:57:36,Contract related,Y,Y,89,0:06:20,3
ID4127,Becky,2021-03-14,10:07:41,Payment related,Y,Y,21,0:05:46,3
ID4128,Diane,2021-03-14,10:07:41,Contract related,Y,Y,34,0:01:04,4
ID4129,Diane,2021-03-14,10:09:07,Contract related,Y,Y,77,0:00:48,2
ID4130,Diane,2021-03-14,10:09:07,Admin Support,Y,Y,72,0:02:45,1
ID4131,Joe,2021-03-14,10:32:10,Streaming,Y,Y,83,0:02:01,3
ID4132,Jim,2021-03-14,10:32:10,Streaming,Y,Y,120,0:01:46,3
ID4133,Diane,2021-03-14,11:09:36,Contract related,Y,Y,82,0:04:16,5
ID4134,Martha,2021-03-14,11:09:36,Streaming,Y,Y,61,0:06:39,5
ID4135,Jim,2021-03-14,11:25:26,Contract related,Y,Y,69,0:02:39,2
ID4136,Jim,2021-03-14,11:25:26,Technical Support,Y,N,19,0:04:17,4
ID4137,Diane,2021-03-14,11:36:58,Technical Support,Y,Y,35,0:04:15,2
ID4138,Jim,2021-03-14,11:36:58,Payment related,N,N,,,
ID4139,Jim,2021-03-14,11:52:48,Contract related,Y,Y,11,0:06:28,3
ID4140,Jim,2021-03-14,11:52:48,Admin Support,Y,Y,110,0:00:49,3
ID4141,Dan,2021-03-14,13:00:29,Payment related,Y,Y,119,0:02:17,1
ID4142,Jim,2021-03-14,13:00:29,Contract related,Y,Y,38,0:01:27,4
ID4143,Joe,2021-03-14,13:09:07,Payment related,Y,Y,40,0:05:08,4
ID4144,Dan,2021-03-14,13:09:07,Streaming,Y,Y,19,0:04:26,5
ID4145,Dan,2021-03-14,13:16:19,Technical Support,N,N,,,
ID4146,Martha,2021-03-14,13:16:19,Payment related,Y,Y,63,0:05:45,3
ID4147,Jim,2021-03-14,13:24:58,Technical Support,Y,Y,33,0:03:10,5
ID4148,Becky,2021-03-14,13:24:58,Technical Support,N,N,,,
ID4149,Jim,2021-03-14,13:40:48,Admin Support,Y,N,26,0:05:08,5
ID4150,Jim,2021-03-14,13:40:48,Streaming,N,N,,,
ID4151,Diane,2021-03-14,13:46:34,Contract related,N,N,,,
ID4152,Jim,2021-03-14,13:46:34,Admin Support,Y,Y,81,0:03:31,5
ID4153,Martha,2021-03-14,14:03:50,Technical Support,Y,Y,65,0:06:28,3
ID4154,Jim,2021-03-14,14:03:50,Admin Support,Y,Y,84,0:04:14,3
ID4155,Jim,2021-03-14,14:25:26,Admin Support,Y,Y,42,0:04:52,1
ID4156,Dan,2021-03-14,14:25:26,Admin Support,N,N,,,
ID4157,Becky,2021-03-14,14:39:50,Admin Support,N,N,,,
ID4158,Martha,2021-03-14,14:39:50,Streaming,Y,Y,123,0:03:38,2
ID4159,Greg,2021-03-14,15:17:17,Contract related,Y,Y,65,0:06:37,4
ID4160,Diane,2021-03-14,15:17:17,Contract related,Y,Y,33,0:05:43,5
ID4161,Diane,2021-03-14,15:27:22,Payment related,Y,Y,117,0:04:04,3
ID4162,Diane,2021-03-14,15:27:22,Streaming,Y,Y,122,0:01:36,3
ID4163,Jim,2021-03-14,15:43:12,Technical Support,Y,Y,21,0:05:25,4
ID4164,Dan,2021-03-14,15:43:12,Streaming,Y,N,48,0:04:16,4
ID4165,Greg,2021-03-14,16:36:29,Contract related,N,N,,,
ID4166,Diane,2021-03-14,16:36:29,Technical Support,Y,Y,98,0:02:57,1
ID4167,Dan,2021-03-14,16:36:29,Streaming,Y,Y,95,0:02:31,4
ID4168,Dan,2021-03-14,16:36:29,Contract related,Y,Y,28,0:06:48,3
ID4169,Joe,2021-03-14,17:57:07,Admin Support,N,N,,,
ID4170,Dan,2021-03-14,17:57:07,Streaming,N,N,,,
ID4171,Dan,2021-03-15,9:08:38,Admin Support,N,N,,,
ID4172,Greg,2021-03-15,9:08:38,Streaming,Y,Y,40,0:04:52,3
ID4173,Martha,2021-03-15,9:30:14,Streaming,Y,Y,13,0:03:43,2
ID4174,Becky,2021-03-15,9:30:14,Streaming,Y,Y,71,0:01:19,5
ID4175,Martha,2021-03-15,9:44:38,Technical Support,Y,Y,106,0:00:46,4
ID4176,Dan,2021-03-15,9:44:38,Streaming,Y,N,94,0:03:31,4
ID4177,Greg,2021-03-15,10:00:29,Payment related,Y,Y,74,0:03:59,5
ID4178,Dan,2021-03-15,10:00:29,Contract related,Y,Y,34,0:00:38,4
ID4179,Jim,2021-03-15,10:09:07,Admin Support,Y,Y,38,0:02:06,2
ID4180,Jim,2021-03-15,10:09:07,Technical Support,Y,Y,31,0:02:53,4
ID4181,Martha,2021-03-15,10:13:26,Contract related,Y,Y,13,0:03:05,3
ID4182,Stewart,2021-03-15,10:13:26,Technical Support,Y,Y,79,0:01:48,3
ID4183,Stewart,2021-03-15,11:06:43,Contract related,Y,Y,49,0:05:00,2
ID4184,Stewart,2021-03-15,11:06:43,Technical Support,Y,Y,89,0:03:59,1
ID4185,Jim,2021-03-15,11:09:36,Streaming,Y,Y,37,0:04:57,5
ID4186,Becky,2021-03-15,11:09:36,Streaming,N,N,,,
ID4187,Jim,2021-03-15,11:58:34,Contract related,N,N,,,
ID4188,Diane,2021-03-15,11:58:34,Admin Support,Y,Y,51,0:02:22,3
ID4189,Greg,2021-03-15,12:10:05,Payment related,Y,Y,49,0:02:11,1
ID4190,Jim,2021-03-15,12:10:05,Payment related,N,N,,,
ID4191,Becky,2021-03-15,12:28:48,Admin Support,Y,Y,14,0:05:44,4
ID4192,Joe,2021-03-15,12:28:48,Payment related,Y,Y,91,0:04:47,3
ID4193,Becky,2021-03-15,13:07:41,Contract related,N,N,,,
ID4194,Greg,2021-03-15,13:07:41,Admin Support,Y,Y,111,0:03:08,3
ID4195,Martha,2021-03-15,13:33:36,Contract related,Y,Y,80,0:04:46,5
ID4196,Dan,2021-03-15,13:33:36,Admin Support,Y,Y,119,0:01:54,3
ID4197,Jim,2021-03-15,13:52:19,Contract related,Y,Y,68,0:03:17,3
ID4198,Stewart,2021-03-15,13:52:19,Payment related,N,N,,,
ID4199,Jim,2021-03-15,14:09:36,Contract related,Y,Y,109,0:02:25,3
ID4200,Stewart,2021-03-15,14:09:36,Streaming,Y,Y,24,0:06:56,4
ID4201,Diane,2021-03-15,14:26:53,Technical Support,Y,Y,55,0:02:25,5
ID4202,Dan,2021-03-15,14:26:53,Admin Support,Y,Y,92,0:04:14,5
ID4203,Martha,2021-03-15,15:51:50,Technical Support,Y,Y,106,0:03:22,3
ID4204,Diane,2021-03-15,15:51:50,Admin Support,Y,Y,28,0:01:25,3
ID4205,Becky,2021-03-15,16:04:48,Payment related,Y,Y,28,0:02:32,5
ID4206,Dan,2021-03-15,16:04:48,Contract related,Y,N,40,0:05:57,2
ID4207,Greg,2021-03-15,16:27:50,Technical Support,Y,Y,12,0:06:45,5
ID4208,Joe,2021-03-15,16:27:50,Streaming,Y,Y,61,0:02:29,5
ID4209,Becky,2021-03-15,17:05:17,Streaming,Y,Y,92,0:01:24,1
ID4210,Jim,2021-03-15,17:05:17,Technical Support,N,N,,,
ID4211,Greg,2021-03-15,17:11:02,Payment related,N,N,,,
ID4212,Greg,2021-03-15,17:11:02,Admin Support,Y,Y,43,0:00:36,3
ID4213,Joe,2021-03-15,17:18:14,Admin Support,Y,Y,46,0:03:53,5
ID4214,Dan,2021-03-15,17:18:14,Technical Support,Y,Y,51,0:06:02,4
ID4215,Diane,2021-03-15,17:28:19,Contract related,Y,Y,13,0:01:14,3
ID4216,Diane,2021-03-15,17:28:19,Payment related,Y,N,19,0:01:44,5
ID4217,Becky,2021-03-15,17:32:38,Admin Support,Y,Y,30,0:03:29,3
ID4218,Dan,2021-03-15,17:32:38,Technical Support,Y,Y,122,0:06:34,3
ID4219,Greg,2021-03-15,17:47:02,Admin Support,Y,Y,83,0:03:41,2
ID4220,Jim,2021-03-15,17:47:02,Technical Support,N,N,,,
ID4221,Joe,2021-03-16,9:11:31,Technical Support,Y,Y,125,0:01:15,4
ID4222,Joe,2021-03-16,9:11:31,Admin Support,Y,Y,80,0:01:09,2
ID4223,Stewart,2021-03-16,9:46:05,Streaming,Y,Y,112,0:05:47,2
ID4224,Greg,2021-03-16,9:46:05,Streaming,Y,Y,113,0:03:26,5
ID4225,Dan,2021-03-16,10:09:07,Admin Support,Y,Y,95,0:04:00,4
ID4226,Joe,2021-03-16,10:09:07,Streaming,Y,Y,40,0:03:15,3
ID4227,Dan,2021-03-16,10:10:34,Streaming,Y,Y,106,0:06:52,3
ID4228,Greg,2021-03-16,10:10:34,Payment related,Y,Y,38,0:03:33,3
ID4229,Martha,2021-03-16,10:23:31,Contract related,N,N,,,
ID4230,Greg,2021-03-16,10:23:31,Streaming,Y,Y,61,0:04:00,3
ID4231,Dan,2021-03-16,10:23:31,Admin Support,N,N,,,
ID4232,Joe,2021-03-16,10:23:31,Streaming,N,N,,,
ID4233,Martha,2021-03-16,10:35:02,Streaming,N,N,,,
ID4234,Jim,2021-03-16,10:35:02,Admin Support,Y,Y,70,0:04:11,1
ID4235,Becky,2021-03-16,11:12:29,Technical Support,N,N,,,
ID4236,Dan,2021-03-16,11:12:29,Streaming,N,N,,,
ID4237,Stewart,2021-03-16,11:44:10,Technical Support,Y,Y,56,0:05:36,4
ID4238,Stewart,2021-03-16,11:44:10,Streaming,Y,Y,26,0:06:11,4
ID4239,Diane,2021-03-16,12:21:36,Technical Support,Y,Y,11,0:03:06,4
ID4240,Greg,2021-03-16,12:21:36,Payment related,Y,Y,22,0:06:31,1
ID4241,Jim,2021-03-16,12:43:12,Streaming,Y,Y,33,0:06:40,3
ID4242,Stewart,2021-03-16,12:43:12,Streaming,Y,Y,58,0:01:06,4
ID4243,Greg,2021-03-16,12:48:58,Contract related,Y,Y,72,0:05:47,3
ID4244,Greg,2021-03-16,12:48:58,Payment related,Y,Y,63,0:05:27,5
ID4245,Diane,2021-03-16,13:04:48,Streaming,Y,Y,52,0:03:32,4
ID4246,Joe,2021-03-16,13:04:48,Streaming,N,N,,,
ID4247,Stewart,2021-03-16,13:16:19,Technical Support,Y,Y,106,0:05:31,5
ID4248,Diane,2021-03-16,13:16:19,Admin Support,Y,Y,26,0:06:34,3
ID4249,Diane,2021-03-16,13:29:17,Payment related,Y,Y,76,0:03:29,5
ID4250,Stewart,2021-03-16,13:29:17,Technical Support,Y,Y,45,0:06:29,5
ID4251,Martha,2021-03-16,13:32:10,Contract related,N,N,,,
ID4252,Dan,2021-03-16,13:32:10,Payment related,Y,Y,61,0:01:30,3
ID4253,Greg,2021-03-16,13:56:38,Technical Support,N,N,,,
ID4254,Dan,2021-03-16,13:56:38,Contract related,Y,N,38,0:04:55,2
ID4255,Jim,2021-03-16,14:09:36,Contract related,Y,Y,19,0:02:13,4
ID4256,Joe,2021-03-16,14:09:36,Streaming,Y,Y,15,0:03:03,4
ID4257,Becky,2021-03-16,14:13:55,Streaming,Y,Y,90,0:04:55,3
ID4258,Stewart,2021-03-16,14:13:55,Admin Support,Y,Y,99,0:01:04,3
ID4259,Becky,2021-03-16,14:13:55,Contract related,Y,Y,18,0:01:56,5
ID4260,Jim,2021-03-16,14:13:55,Payment related,Y,Y,65,0:02:35,4
ID4261,Martha,2021-03-16,14:25:26,Admin Support,Y,Y,91,0:05:37,4
ID4262,Jim,2021-03-16,14:25:26,Streaming,Y,Y,95,0:02:04,4
ID4263,Jim,2021-03-16,14:34:05,Streaming,Y,Y,87,0:04:44,4
ID4264,Dan,2021-03-16,14:34:05,Payment related,Y,Y,71,0:06:01,3
ID4265,Jim,2021-03-16,15:21:36,Admin Support,Y,Y,74,0:03:04,5
ID4266,Jim,2021-03-16,15:21:36,Technical Support,Y,Y,28,0:05:05,4
ID4267,Joe,2021-03-16,15:40:19,Contract related,Y,Y,101,0:02:53,3
ID4268,Martha,2021-03-16,15:40:19,Contract related,N,N,,,
ID4269,Martha,2021-03-16,15:43:12,Payment related,Y,Y,90,0:04:48,3
ID4270,Joe,2021-03-16,15:43:12,Contract related,Y,Y,76,0:04:56,5
ID4271,Diane,2021-03-16,16:00:29,Payment related,N,N,,,
ID4272,Joe,2021-03-16,16:00:29,Contract related,Y,N,20,0:01:19,5
ID4273,Becky,2021-03-16,16:13:26,Contract related,Y,N,26,0:06:19,3
ID4274,Stewart,2021-03-16,16:13:26,Contract related,Y,Y,53,0:01:12,3
ID4275,Greg,2021-03-16,16:36:29,Contract related,Y,Y,26,0:02:57,4
ID4276,Joe,2021-03-16,16:36:29,Payment related,Y,Y,66,0:03:42,3
ID4277,Dan,2021-03-16,17:09:36,Payment related,Y,N,105,0:05:32,4
ID4278,Diane,2021-03-16,17:09:36,Admin Support,Y,Y,111,0:01:13,3
ID4279,Martha,2021-03-16,17:49:55,Contract related,Y,Y,26,0:06:30,1
ID4280,Jim,2021-03-16,17:49:55,Contract related,N,N,,,
ID4281,Stewart,2021-03-17,9:05:46,Payment related,Y,N,50,0:02:52,4
ID4282,Dan,2021-03-17,9:05:46,Streaming,Y,Y,57,0:06:06,5
ID4283,Jim,2021-03-17,9:43:12,Technical Support,Y,Y,26,0:01:19,5
ID4284,Greg,2021-03-17,9:43:12,Admin Support,Y,Y,104,0:06:58,1
ID4285,Becky,2021-03-17,10:59:31,Technical Support,Y,Y,93,0:05:21,1
ID4286,Jim,2021-03-17,10:59:31,Technical Support,Y,Y,108,0:02:05,3
ID4287,Martha,2021-03-17,11:25:26,Streaming,Y,Y,42,0:02:22,5
ID4288,Martha,2021-03-17,11:25:26,Technical Support,N,N,,,
ID4289,Jim,2021-03-17,11:44:10,Admin Support,Y,Y,94,0:05:17,5
ID4290,Dan,2021-03-17,11:44:10,Contract related,Y,Y,74,0:03:05,3
ID4291,Diane,2021-03-17,12:43:12,Contract related,Y,Y,117,0:02:21,5
ID4292,Dan,2021-03-17,12:43:12,Admin Support,N,N,,,
ID4293,Martha,2021-03-17,13:01:55,Payment related,Y,Y,49,0:00:54,1
ID4294,Diane,2021-03-17,13:01:55,Streaming,Y,Y,23,0:04:40,3
ID4295,Joe,2021-03-17,13:24:58,Streaming,N,N,,,
ID4296,Martha,2021-03-17,13:24:58,Streaming,Y,Y,84,0:02:16,5
ID4297,Martha,2021-03-17,13:58:05,Payment related,Y,Y,69,0:01:19,1
ID4298,Diane,2021-03-17,13:58:05,Technical Support,Y,Y,25,0:04:44,3
ID4299,Becky,2021-03-17,14:00:58,Payment related,N,N,,,
ID4300,Martha,2021-03-17,14:00:58,Technical Support,N,N,,,
ID4301,Greg,2021-03-17,14:19:41,Payment related,Y,Y,34,0:04:33,4
ID4302,Joe,2021-03-17,14:19:41,Streaming,Y,N,45,0:03:45,1
ID4303,Martha,2021-03-17,14:21:07,Streaming,N,N,,,
ID4304,Dan,2021-03-17,14:21:07,Payment related,Y,Y,29,0:01:50,5
ID4305,Jim,2021-03-17,15:17:17,Technical Support,Y,Y,26,0:03:15,4
ID4306,Diane,2021-03-17,15:17:17,Streaming,Y,Y,115,0:04:28,4
ID4307,Martha,2021-03-17,15:47:31,Payment related,Y,Y,78,0:04:08,3
ID4308,Jim,2021-03-17,15:47:31,Streaming,Y,N,41,0:04:11,3
ID4309,Diane,2021-03-17,16:20:38,Contract related,Y,Y,21,0:02:26,5
ID4310,Dan,2021-03-17,16:20:38,Streaming,N,N,,,
ID4311,Martha,2021-03-17,16:22:05,Streaming,Y,Y,47,0:04:30,5
ID4312,Jim,2021-03-17,16:22:05,Payment related,Y,N,98,0:05:59,2
ID4313,Joe,2021-03-17,16:42:14,Contract related,N,N,,,
ID4314,Martha,2021-03-17,16:42:14,Payment related,Y,Y,51,0:04:34,4
ID4315,Becky,2021-03-17,16:46:34,Streaming,Y,Y,70,0:05:35,4
ID4316,Diane,2021-03-17,16:46:34,Contract related,Y,Y,58,0:06:20,2
ID4317,Jim,2021-03-17,16:52:19,Technical Support,N,N,,,
ID4318,Greg,2021-03-17,16:52:19,Admin Support,N,N,,,
ID4319,Greg,2021-03-17,17:12:29,Streaming,Y,Y,39,0:03:54,5
ID4320,Joe,2021-03-17,17:12:29,Payment related,Y,Y,55,0:03:25,1
ID4321,Diane,2021-03-17,17:13:55,Contract related,Y,Y,80,0:03:05,3
ID4322,Dan,2021-03-17,17:13:55,Payment related,Y,Y,68,0:03:29,4
ID4323,Diane,2021-03-17,17:24:00,Technical Support,Y,Y,96,0:02:14,3
ID4324,Greg,2021-03-17,17:24:00,Payment related,Y,Y,32,0:03:48,3
ID4325,Stewart,2021-03-17,17:26:53,Admin Support,N,N,,,
ID4326,Diane,2021-03-17,17:26:53,Streaming,Y,Y,90,0:01:53,3
ID4327,Dan,2021-03-17,17:48:29,Streaming,Y,Y,108,0:03:15,4
ID4328,Stewart,2021-03-17,17:48:29,Technical Support,Y,N,120,0:05:34,4
ID4329,Dan,2021-03-17,18:00:00,Contract related,Y,Y,21,0:04:39,5
ID4330,Greg,2021-03-17,18:00:00,Contract related,N,N,,,
ID4331,Martha,2021-03-18,9:14:24,Payment related,Y,N,59,0:02:47,4
ID4332,Stewart,2021-03-18,9:14:24,Admin Support,Y,Y,14,0:05:22,3
ID4333,Joe,2021-03-18,9:21:36,Contract related,N,N,,,
ID4334,Stewart,2021-03-18,9:21:36,Streaming,Y,Y,57,0:00:44,3
ID4335,Dan,2021-03-18,10:32:10,Streaming,Y,Y,123,0:04:04,3
ID4336,Dan,2021-03-18,10:32:10,Streaming,Y,Y,71,0:05:41,3
ID4337,Stewart,2021-03-18,10:56:38,Contract related,Y,N,71,0:04:16,3
ID4338,Martha,2021-03-18,10:56:38,Technical Support,Y,Y,41,0:06:22,3
ID4339,Dan,2021-03-18,11:38:24,Contract related,N,N,,,
ID4340,Martha,2021-03-18,11:38:24,Technical Support,Y,Y,80,0:05:43,4
ID4341,Stewart,2021-03-18,12:02:53,Payment related,N,N,,,
ID4342,Greg,2021-03-18,12:02:53,Payment related,Y,Y,57,0:01:12,2
ID4343,Stewart,2021-03-18,12:30:14,Streaming,Y,Y,17,0:02:39,3
ID4344,Martha,2021-03-18,12:30:14,Admin Support,Y,Y,93,0:04:47,5
ID4345,Greg,2021-03-18,12:51:50,Payment related,Y,Y,13,0:00:43,3
ID4346,Stewart,2021-03-18,12:51:50,Payment related,Y,Y,64,0:01:42,4
ID4347,Stewart,2021-03-18,13:36:29,Technical Support,Y,Y,98,0:01:50,5
ID4348,Greg,2021-03-18,13:36:29,Technical Support,Y,N,83,0:02:28,2
ID4349,Martha,2021-03-18,13:49:26,Streaming,Y,N,116,0:06:18,5
